,genres,X_lem
13225,"['Drama', 'Kids & Family']",[]
13226,"['Drama', 'Horror', 'Mystery & Suspense', 'Special Interest']","['though', 'deviate', 'stephen', 'king', 'novel', 'stanley', 'kubrick', 'shining', 'chilling', 'often', 'baroque', 'journey', 'madness', 'exemplified', 'unforgettable', 'turn', 'jack', 'nicholson']"
13227,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Romance']",[]
13228,"['Action & Adventure', 'Art House & International', 'Drama']",[]
13229,"['Classics', 'Documentary', 'Drama', 'Romance']",[]
13230,"['Drama', 'Romance']","['though', 'solidly', 'made', 'acted', 'shipping', 'news', 'rather', 'heavy-handed', 'dull', 'especially', 'given', 'nature', 'protagonist']"
13231,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense']",[]
13232,"['Comedy', 'Drama', 'Romance']",[]
13233,['Documentary'],"['shirker', 'us', 'one', 'woman', 'interrogation', 'pivotal', 'personal', 'disappointment', 'offer', 'affecting', 'observation', 'creativity', 'lost', 'opportunity', 'coming', 'term', 'past']"
13234,['Drama'],"['elevated', 'outstanding', 'work', 'elisabeth', 'moss', 'shirley', 'pay', 'tribute', 'subject', 'pioneering', 'legacy', 'biopic', 'ignores', 'commonly', 'accepted', 'boundary', 'form']"
13235,"['Comedy', 'Drama', 'Romance']",[]
13236,['Drama'],"['shock', 'awe', 'worthy', 'story', 'tell', 'fine', 'actor', 'trying', 'bring', 'life', ';', 'unfortunately', 'end', 'result', 'still', 'derivative', 'dramatically', 'inert']"
13237,"['Classics', 'Drama']",[]
13238,"['Documentary', 'Drama', 'Special Interest']",[]
13239,"['Drama', 'Mystery & Suspense', 'Gay & Lesbian']",[]
13240,"['Action & Adventure', 'Art House & International']",[]
13241,"['Comedy', 'Horror', 'Mystery & Suspense', 'Television']","['intriguing', 'enough', 'premise', 'horror', 'legend', 'wes', 'craven', 'writer-director', 'duty', 'real', 'shocker', 'lame', 'end', 'result', 'turned']"
13242,"['Classics', 'Drama', 'Mystery & Suspense']",[]
13243,"['Classics', 'Drama', 'Special Interest', 'Faith & Spirituality']",[]
13244,"['Art House & International', 'Classics', 'Drama']",[]
13245,"['Documentary', 'Special Interest']","['sholem', 'aleichem', ':', 'laughing', 'darkness', 'serf', 'effective', 'primer', 'subject', 'well', 'evocative', 'portrait', 'era', 'lived']"
13246,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['preposterous', 'over-the-top', 'shoot', ""'em"", 'may', 'humor', 'non-stop', 'action', 'make', 'enjoyable', 'film']"
13247,['Drama'],[]
13248,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']",[]
13249,"['Documentary', 'Romance']",[]
13250,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['implausible', 'story', 'numerous', 'plot', 'hole', 'shooter', 'fails', 'distinguish', 'mindless', 'action-thrillers']"
13251,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
13252,['Documentary'],[]
13253,['Documentary'],"['may', 'peer', 'closely', 'inquisitively', 'could', 'shooting', 'mafia', 'pay', 'affectionate', 'tribute', 'important', 'fascinating', 'subject']"
13254,"['Action & Adventure', 'Documentary', 'Drama', 'Western']","['simple', 'story', 'sophisticated', 'texture', 'shootist', 'fittingly', 'elegiac', 'swan', 'song', 'one', 'hollywood', 'iconic', 'star']"
13255,"['Classics', 'Comedy', 'Drama', 'Romance']","['deftly', 'directed', 'ernst', 'lubitsch', 'smart', 'funny', 'script', 'samson', 'raphaelson', 'shop', 'around', 'corner', 'romantic', 'comedy', 'finest', 'sense', 'term']"
13256,"['Comedy', 'Drama', 'Romance']","['shopgirl', 'precariously', 'slight', 'intriguing', 'moment', 'dane', 'luminous']"
13257,"['Art House & International', 'Drama']","['understated', 'yet', 'ultimately', 'deeply', 'affecting', 'shoplifter', 'add', 'another', 'powerful', 'chapter', 'director', 'hirokazu', 'koreeda', 'richly', 'humanistic', 'filmography']"
13258,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",[]
13259,"['Documentary', 'Faith & Spirituality']","['short', 'depth', 'amazingly', 'insightful', 'glimpse', 'one', 'world', 'largest', 'spritual', 'gathering', 'worth', 'viewing', 'eye-opening', 'experience', 'alone']"
13260,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",[]
13261,"['Drama', 'Mystery & Suspense']",[]
13262,['Drama'],"['short', 'term', '12', 'emphatic', 'revealing', 'drama', 'pull', 'audience', 'perspective', 'neglected', 'youth']"
13263,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['short', 'imagination', 'energy', 'viewer', 'beyond', 'elementary', 'school', 'likely', 'tire', 'kiddie', 'humor', 'sensory', 'overload']"
13264,"['Action & Adventure', 'Drama']","['shot', 'caller', 'weakness', 'action', 'movie', 'clichés', 'capably', 'offset', 'strong', 'work', 'nikolaj', 'coster-waldau', 'central', 'role']"
13265,['Documentary'],[]
13266,"['Art House & International', 'Drama', 'Mystery & Suspense']","['thanks', 'talented', 'cast', 'uncommon', 'depth', 'nichols', 'debut', 'manages', 'rise', 'overly', 'familiar', 'plot']"
13267,"['Action & Adventure', 'Drama']",[]
13268,"['Art House & International', 'Drama']",[]
13269,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",[]
13270,"['Comedy', 'Kids & Family']","['show', 'dog', 'may', 'entertain', 'young', 'viewer', 'anyone', 'else', 'threatens', 'cinematic', 'equivalent', 'rolled-up', 'newspaper', 'snout']"
13271,"['Action & Adventure', 'Drama']",[]
13272,"['Action & Adventure', 'Drama']",[]
13273,['Drama'],"['vile', 'contemptible', 'garish', 'misogynistic', 'might', 'exactly', 'showgirl', 'point']"
13274,"['Documentary', 'Special Interest', 'Television']",[]
13275,"['Animation', 'Comedy', 'Kids & Family']","['simultaneously', 'embracing', 'subverting', 'fairy', 'tale', 'irreverent', 'shrek', 'also', 'manages', 'tweak', 'disney', 'nose', 'provide', 'moral', 'message', 'child', 'offer', 'viewer', 'funny', 'fast-paced', 'ride']"
13276,"['Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['may', 'fresh', 'original', 'topical', 'humor', 'colorful', 'secondary', 'character', 'make', 'shrek', '2', 'winner', 'right']"
13277,"['Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['shrek', 'third', 'pop', 'culture', 'potshot', 'galore', 'expense', 'heart', 'charm', 'wit', 'made', 'first', 'two', 'shreks', 'classic']"
13278,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","['without', 'moment', 'shrek', 'forever', 'often', 'feel', 'like', 'rote', 'rehashing', 'franchise', 'earlier', 'entry']"
13279,"['Comedy', 'Horror']",[]
13280,['Horror'],[]
13281,['Mystery & Suspense'],"['fatally', 'undermined', 'clichéd', 'confused', 'plot', 'total', 'absence', 'thrill', 'shut', 'waste', 'talented', 'cast', 'viewer', 'time']"
13282,"['Documentary', 'Musical & Performing Arts']",[]
13283,"['Art House & International', 'Comedy', 'Documentary', 'Drama', 'Special Interest']",[]
13284,"['Art House & International', 'Drama', 'Horror']",[]
13285,"['Comedy', 'Drama']",[]
13286,"['Drama', 'Mystery & Suspense', 'Romance']","['icily', 'inhospitable', 'compelling', 'performance', 'sensible', 'narrative', 'siberia', 'offer', 'audience', 'harsh', 'seemingly', 'interminable', 'exile', 'entertainment']"
13287,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['led', 'outstanding', 'work', 'emily', 'blunt', 'benicio', 'del', 'toro', 'sicario', 'taut', 'tightly', 'wound', 'thriller', 'much', 'mind', 'attention-getting', 'set', 'piece']"
13288,"['Action & Adventure', 'Drama']","['though', 'le', 'subversive', 'predecessor', 'sicario', ':', 'day', 'soldado', 'succeeds', 'stylish', 'dynamic', 'thriller', 'even', 'amoral', 'machismo', 'make', 'grim', 'viewing']"
13289,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",[]
13290,"['Documentary', 'Special Interest']","['driven', 'michael', 'moore', 'sincere', 'humanism', 'sicko', 'devastating', 'convincing', 'entertaining', 'documentary', 'state', 'america', 'health', 'care']"
13291,['Drama'],"['siddharth', 'take', 'achingly', 'compassionate', 'deeply', 'unsettling', 'look', 'all-too-common', 'circumstance', 'modern-day', 'india']"
13292,"['Documentary', 'Television']","['keanu', 'reef', 'prof', 'groovy', 'guide', 'informative', 'exploration', 'technology', 'transforming', 'cinema', 'even-handed', 'defense', 'old', 'new']"
13293,"['Comedy', 'Drama', 'Romance']",[]
13294,"['Drama', 'Mystery & Suspense']","['smart', 'clever', 'thriller', 'plenty', 'disquieting', 'twist', 'side', 'effect', 'yet', 'another', 'assured', 'effort', 'director', 'steven', 'soderbergh']"
13295,"['Comedy', 'Science Fiction & Fantasy']",[]
13296,"['Comedy', 'Drama']",[]
13297,"['Art House & International', 'Comedy', 'Drama', 'Special Interest']",[]
13298,"['Comedy', 'Drama', 'Romance']","['charming', 'thoughtful', 'often', 'funny', 'sideways', 'decidedly', 'mature', 'road', 'trip', 'comedy', 'full', 'excellent', 'performance']"
13299,['Comedy'],"['sierra', 'burgess', 'loser', 'movie', 'okay', 'largely', 'thanks', 'shannon', 'purser', 'work', 'title', 'role', 'strong', 'enough', 'counter', 'uneven', 'narrative']"
13300,['Comedy'],"['director', 'ben', 'wheatley', 'writer-stars', 'alice', 'lowe', 'steve', 'oram', 'deliver', 'wicked', 'road', 'trip', 'movie', 'successfully', 'walk', 'line', 'dark', 'comedy', 'horror']"
13301,"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['signal', 'gruesome', 'funny', 'big', 'thought', 'society', 'disparate', 'element', 'fail', 'come', 'together', 'convincingly']"
13302,"['Mystery & Suspense', 'Science Fiction & Fantasy']","['sign', 'shyamalan', 'prof', 'expert', 'building', 'suspense', 'giving', 'audience', 'chill']"
13303,"['Art House & International', 'Drama', 'Mystery & Suspense']",[]
13304,['Drama'],[]
13305,['Drama'],"['silence', 'end', 'martin', 'scorsese', 'decades-long', 'creative', 'quest', 'thoughtful', 'emotionally', 'resonant', 'look', 'spirituality', 'human', 'nature', 'stand', 'among', 'director', 'finest', 'work']"
13306,"['Horror', 'Mystery & Suspense']","['director', 'jonathan', 'demme', 'smart', 'taut', 'thriller', 'teeter', 'edge', 'psychological', 'study', 'all-out', 'horror', 'benefit', 'greatly', 'stellar', 'performance', 'anthony', 'hopkins', 'jodie', 'foster']"
13307,"['Drama', 'Mystery & Suspense']",[]
13308,"['Action & Adventure', 'Horror']","['silent', 'hill', 'visually', 'impressive', 'many', 'video', 'game', 'adaptation', 'plagued', 'inane', 'dialogue', 'muddled', 'plot', 'overlong', 'runtime']"
13309,"['Horror', 'Mystery & Suspense']","['mediocre', 'effort', 'even', 'standard', 'video', 'game', 'adaptation', 'silent', 'hill', ':', 'revelation', '3d', 'feature', 'weak', 'character', 'incomprehensible', 'plot', 'shortage', 'scare']"
13310,"['Horror', 'Mystery & Suspense']","['silent', 'house', 'technically', 'proficient', 'ambitious', 'fright-fests', 'also', 'suffers', 'disappointing', 'payoff']"
13311,"['Art House & International', 'Drama']","['silent', 'light', 'demand', 'patience', 'reward', 'willing', 'viewer', 'compassionate', 'beautifully', 'filmed', 'look', 'human', 'condition']"
13312,"['Drama', 'Horror']",[]
13313,"['Action & Adventure', 'Horror']",[]
13314,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","[""n't"", 'fulfill', 'potential', 'ambitious', 'theme', 'butsilent', 'running', 'stand', 'decidedly', 'unique', 'type', 'sci-fi', 'journey', 'marked', 'intimate', 'character', 'work', 'melancholic', 'mood']"
13315,"['Art House & International', 'Drama']",[]
13316,"['Drama', 'Western']",[]
13317,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']",[]
13318,"['Classics', 'Drama', 'Romance']",[]
13319,"['Comedy', 'Drama', 'Mystery & Suspense']","['heavy-handed', 'often', 'dull']"
13320,['Comedy'],"['silver', 'lining', 'playbook', 'walk', 'tricky', 'thematic', 'tightrope', 'david', 'o.', 'russell', 'sensitive', 'direction', 'sharp', 'work', 'talented', 'cast', 'give', 'true', 'balance']"
13321,"['Action & Adventure', 'Drama', 'Western']","['boasting', 'rich', 'detail', 'well-told', 'story', 'silverado', 'rare', 'example', ""'80s"", 'hollywood', 'western', 'done', 'right']"
13322,"['Comedy', 'Drama']",[]
13323,"['Art House & International', 'Drama']",[]
13324,"['Comedy', 'Drama']","['overly', 'mushy', ';', 'try', 'hard', 'pull', 'heart-strings']"
13325,"['Drama', 'Mystery & Suspense']","['though', 'bleak', 'theme', 'may', 'off-putting', 'simon', 'killer', 'engrossing', 'effective', 'character', 'study', 'brutal', 'enigmatic', 'figure']"
13326,"['Action & Adventure', 'Art House & International', 'Comedy']","['simon', 'sez', 'matter', 'starved', 'something', 'watch', 'better', 'option', 'dreadfully', 'misguided', 'action', 'thriller']"
13327,"['Comedy', 'Drama', 'Science Fiction & Fantasy']","['satire', 's1m0ne', 'lack', 'bite', 'plot', ""n't"", 'believable', 'enough', 'feel', 'relevant']"
13328,"['Drama', 'Mystery & Suspense']","['critic', 'say', 'simpatico', 'lengthy', 'plot', 'unfocused', ';', 'movie', 'becomes', 'confusing', 'tedious', 'watch']"
13329,"['Action & Adventure', 'Art House & International', 'Comedy', 'Romance']",[]
13330,"['Drama', 'Mystery & Suspense']","['riveting', 'crime', 'thriller', 'full', 'emotional', 'tension']"
13331,"['Comedy', 'Drama']",[]
13332,"['Kids & Family', 'Science Fiction & Fantasy']",[]
13333,"['Comedy', 'Drama', 'Romance']","['simply', 'irresistible', 'simply']"
13334,"['Animation', 'Comedy']","['simpson', 'movie', 'contains', 'hearty', 'laugh', 'biting', 'satire', 'honest', 'portrayal', 'american', 'family', 'make', 'show', 'popular', 'boast', 'slicker', 'animation', 'polished', 'writing', 'hearkens', 'back', 'show', 'glory', 'day']"
13335,"['Art House & International', 'Drama']",[]
13336,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['visually', 'groundbreaking', 'terrifically', 'violent', 'sin', 'city', 'brings', 'dark', 'world', 'frank', 'miller', 'graphic', 'novel', 'vivid', 'life']"
13337,"['Art House & International', 'Comedy', 'Drama']","['hellish', 'heavenly', 'agustín', 'díaz', 'yanes', 'black', 'comedy', 'earthly', 'duel', 'two', 'angel', ""n't"", 'enough', 'genuine', 'laugh', 'support', 'far-fetched', 'premise']"
13338,"['Action & Adventure', 'Art House & International', 'Kids & Family', 'Science Fiction & Fantasy']",[]
13339,"['Action & Adventure', 'Animation', 'Kids & Family', 'Romance']","['competent', 'magical']"
13340,['Comedy'],[]
13341,"['Animation', 'Comedy', 'Musical & Performing Arts']","['sing', 'delivers', 'colorfully', 'animated', 'cheerfully', 'undemanding', 'entertainment', 'solid', 'voice', 'cast', 'warm-hearted', 'albeit', 'familiar', 'storyline', 'life', 'title']"
13342,"['Art House & International', 'Drama', 'Musical & Performing Arts']","['sing', 'street', 'feel-good', 'musical', 'huge', 'heart', 'irresistible', 'optimism', 'charmimg', 'cast', 'hummable', 'tune', 'help', 'elevate', 'familiar', 'plotting']"
13343,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","['sing', 'song', 'take', 'absorbing', 'decidedly', 'non-critical', 'look', 'incredible', 'show', 'business', 'career', 'admirable', 'public', 'life']"
13344,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']","['clever', 'incisive', 'funny', 'singin', 'rain', 'masterpiece', 'classical', 'hollywood', 'musical']"
13345,"['Comedy', 'Drama', 'Musical & Performing Arts']","['delightful', 'performance', 'robert', 'downey', 'jr.', 'ca', ""n't"", 'save', 'singing', 'detective', 'transition', 'tv', 'big', 'screen']"
13346,"['Drama', 'Mystery & Suspense']","['single', 'white', 'female', 'benefit', 'pair', 'outstanding', 'lead', 'neither', 'well', 'served', 'storyline', 'waver', 'thrillingly', 'tense', 'utterly', 'ridiculous']"
13347,['Horror'],"['sinister', '2', 'ingredient', 'familiar', 'fan', 'original', ';', 'unfortunately', 'slapdash', 'second', 'installment', 'none', 'scary', 'anymore']"
13348,['Horror'],"['plot', 'hinge', 'typically', 'implausible', 'horror-movie', 'behavior', 'recycles', 'countless', 'genre', 'cliche', 'sinister', 'delivers', 'surprising', 'number', 'fresh', 'diabolical', 'twist']"
13349,"['Art House & International', 'Horror']",[]
13350,"['Art House & International', 'Comedy']",[]
13351,"['Documentary', 'Musical & Performing Arts']","['powerful', 'reflection', 'pivotal', 'era', 'viewpoint', 'seldom', 'visited', 'documentary', 'hit', 'home', 'especially', 'relevance', 'current', 'event']"
13352,"['Horror', 'Mystery & Suspense']",[]
13353,"['Comedy', 'Musical & Performing Arts']","['looking', 'sweet', 'musical', 'comedy', 'witness', 'crime', 'hiding', 'killer', 'convent', '?', 'nun', 'better', 'sister', 'act']"
13354,['Comedy'],"['sister', 'act', 'off-key', 'reprise', 'fatally', 'shifting', 'spotlight', 'whoopi', 'goldberg', 'le', 'compelling', 'ensemble', 'pupil', 'trading', 'predecessor', 'sharp', 'comedy', 'unconvincing', 'sentiment']"
13355,['Drama'],[]
13356,"['Documentary', 'Drama', 'Special Interest']",[]
13357,"['Comedy', 'Drama']","['adaptation', 'beloved', 'novel', 'charm', 'heartwarming', 'tale', 'friendship', 'young', 'adulthood', ';', 'realistic', 'portrayal', 'life', 'teenage', 'girl', 'lend', 'comedy-drama', 'sincerity', 'may', 'capture', 'heart', 'outside', 'female-centric', 'demographic']"
13358,"['Action & Adventure', 'Comedy', 'Drama']","['workable', 'chemistry', 'among', 'four', 'lead', 'combined', 'enriching', 'message', 'make', 'winning', 'sisterhood', 'traveling', 'pant', '2']"
13359,"['Drama', 'Horror', 'Mystery & Suspense']","['clever', 'yet', 'clearly', 'indebted', 'master', 'genre', 'sister', 'offer', 'early', 'glimpse', 'de', 'palma', 'stylishly', 'crafty', 'peak']"
13360,"['Comedy', 'Drama']","['sister', 'sharp', 'blend', 'pathos', 'vulgarity', 'along', 'tina', 'fey', 'amy', 'poehler', 'effervescent', 'chemistry', 'enough', 'make', 'handful', 'laugh', 'coming-of-age', 'comedy', 'leaf', 'table']"
13361,"['Animation', 'Musical & Performing Arts', 'Romance']","['tour', 'de', 'force', 'filmmaker', 'nina', 'paley', 'sita', 'sings', 'blue', 'give', 'ramayana', 'animated', 'due', 'visually', 'vibrant', 'dazzlingly', 'imaginative', 'triumph']"
13362,"['Action & Adventure', 'Comedy', 'Drama', 'Romance']","['generally', 'enjoyable', 'completely', 'forgettable', 'piece', 'hollywood', 'fluff']"
13363,"['Comedy', 'Drama']","['though', 'betrays', 'theatrical', 'root', 'six', 'degree', 'separation', 'largely', 'succeeds', 'thanks', 'astute', 'direction', 'fine', 'performance', 'particularly', 'against-type', 'smith']"
13364,"['Documentary', 'Special Interest']",[]
13365,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']",[]
13366,['Comedy'],"['significantly', 'mature', 'teen', 'raunch', 'comedy', 'defined', 'era', 'sixteen', 'candle', 'shot', 'compassion', 'clear', 'respect', 'character', 'hang-up']"
13367,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['offering', 'arnold', 'schwarzenegger', 'contains', 'intriguing', 'disturbing', 'premise', 'film', 'execution', 'routine', 'formulaic', 'make', 'good', 'use']"
13368,"['Comedy', 'Science Fiction & Fantasy']",[]
13369,['Mystery & Suspense'],"['night', 'shayamalan', 'sixth', 'sense', 'twisty', 'ghost', 'story', 'style', 'classical', 'hollywood', 'picture', 'chill', 'modern', 'horror', 'flick']"
13370,['Drama'],"['skate', 'kitchen', 'take', 'beguiling', 'slice-of-life', 'approach', 'character', 'approaching', 'timely', 'theme', 'light', 'hand', 'serf', 'story', 'well']"
13371,['Drama'],[]
13372,"['Art House & International', 'Comedy']",[]
13373,"['Drama', 'Mystery & Suspense']",[]
13374,"['Art House & International', 'Drama', 'Mystery & Suspense']",[]
13375,"['Documentary', 'Musical & Performing Arts']","['affectionate', 'casually', 'framed', 'portrait', 'acclaimed', 'architect', 'reveals', 'engaging', 'likeable', 'subject']"
13376,['Comedy'],"['though', 'skill', 'like', 'little', 'distinguish', 'director', 'monty', 'miranda', 'show', 'flash', 'wit', 'talent']"
13377,['Drama'],"['skin', 'could', 'stand', 'go', 'bit', 'deeper', 'surface', 'worthy', 'story', 'committed', 'performance', 'jamie', 'bell', 'make', 'timely', 'drama', 'well', 'worth', 'watch']"
13378,['Documentary'],[]
13379,"['Drama', 'Mystery & Suspense']",[]
13380,['Action & Adventure'],[]
13381,"['Art House & International', 'Drama']","['though', 'time', 'melodramatic', 'skin', 'harsh', 'depiction', 'life', 'reservation', 'eye-opener']"
13382,"['Action & Adventure', 'Horror', 'Mystery & Suspense']","['skinwalkers', 'atrociously-acted', 'project', 'whose', 'unoriginal', 'ineptly-staged', 'action', 'sequence', 'remind', 'viewer', 'far', 'better', 'werewolf', 'action', 'movie']"
13383,['Action & Adventure'],[]
13384,['Drama'],[]
13385,"['Horror', 'Mystery & Suspense']","['skull', 'full', 'nonsense', 'empty', 'good', 'script', 'plot']"
13386,"['Art House & International', 'Drama']",[]
13387,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['sky', 'captain', 'world', 'tomorrow', 'slim', 'plot', 'characterization', 'visuals', 'make']"
13388,['Documentary'],[]
13389,"['Action & Adventure', 'Mystery & Suspense']","['sam', 'mendes', 'brings', 'bond', 'surging', 'back', 'smart', 'sexy', 'riveting', 'action', 'thriller', 'qualifies', 'one', 'best', '007', 'film', 'date']"
13390,"['Mystery & Suspense', 'Science Fiction & Fantasy']","['middling', 'sci-fi', 'entry', 'skyline', 'offer', 'proof', 'solid', 'special', 'effect', 'alone', 'overcome', 'flat', 'storyline', 'filled', 'uninspired', 'dialogue']"
13391,"['Documentary', 'Drama', 'Science Fiction & Fantasy']",[]
13392,"['Action & Adventure', 'Drama']","['well-cast', 'yet', 'derivative', 'skyscraper', ""n't"", 'exactly', 'towering', 'action', 'thriller', 'feat', 'solidly', 'constructed', 'enough', 'stand', 'among', 'genre', 'mildly', 'diverting', 'feature']"
13393,"['Classics', 'Comedy', 'Drama']","['slacker', 'rest', 'shiftless', 'thumb', 'pulse', 'generation', 'fresh', 'filmmaking', 'capture', 'tenor', 'time', 'establishing', 'benchmark', '1990s', 'indie', 'cinema']"
13394,['Comedy'],"['another', 'teen', 'comedy', 'little', 'mind', 'moving', 'next', 'gross-out', 'gag', 'slacker', 'strain', 'laugh', 'feature', 'grating', 'character']"
13395,['Drama'],[]
13396,['Mystery & Suspense'],[]
13397,"['Comedy', 'Kids & Family']",[]
13398,['Comedy'],"['potty', 'humor', 'juvenile', 'antic', 'keep', 'workplace', 'comedy', 'particularly', 'funny', 'memorable']"
13399,"['Comedy', 'Drama']","['raunchy', 'violent', 'funny', 'slap', 'shot', 'ultimately', 'set', 'apart', 'wonderful', 'comic', 'performance', 'paul', 'newman']"
13400,['Comedy'],[]
13401,"['Comedy', 'Kids & Family']",[]
13402,['Comedy'],"['uncommonly', 'smart', 'empathetic', 'well-acted', 'coming', 'age', 'story', 'slash', 'approach', 'oft-misunderstood', 'character', 'titillating', 'theme', 'wit', 'grace']"
13403,['Horror'],[]
13404,['Drama'],"['bleak', 'original', 'indie', 'slaughter', 'rule', 'benefit', 'outstanding', 'performance', 'ryan', 'gosling', 'david', 'morse']"
13405,"['Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",[]
13406,"['Art House & International', 'Comedy', 'Horror']","['uneven', 'blend', 'horror', 'comedy', 'fails', 'satisfy', 'either', 'front', 'slaughterhouse', 'rulez', 'aim', 'b-movie', 'fun', ""n't"", 'make', 'grade']"
13407,"['Comedy', 'Drama']",[]
13408,['Documentary'],"['slay', 'dragon', 'take', 'suitably', 'outraged', 'ultimately', 'optimistic', 'look', 'modern-day', 'gerrymandering', 'double', 'heartfelt', 'call', 'action']"
13409,"['Comedy', 'Drama']","['merging', 'anarchic', 'spirit', 'straightforward', 'melodrama', 'slc', 'punk', 'hit-and-miss', 'odyssey', 'youthful', 'rebellion', 'elevated', 'matthew', 'lillard', 'dramatically', 'potent', 'star', 'turn']"
13410,"['Art House & International', 'Science Fiction & Fantasy']","['sleep', 'dealer', 'depth', 'energy', 'almost', 'enough', 'overcome', 'shaky', 'screenplay', 'pedestrian', 'acting']"
13411,"['Documentary', 'Special Interest']","['poetic', 'tender', 'portrait', 'welsh', 'village', 'slow', 'moving', 'yet', 'elegantly', 'accomplished', 'british', 'documentary']"
13412,"['Horror', 'Mystery & Suspense']","['strong', 'lead', 'performance', 'clever', 'plot', 'turn', 'unsettling', 'ending', 'make', 'sleep', 'tight', 'worth', 'stalking']"
13413,['Horror'],"['sleepaway', 'camp', 'standard', 'teen', 'slasher', 'elevated', 'occasional', 'moment', 'john', 'waters-esque', 'weirdness', 'twisted', 'ending']"
13414,['Horror'],[]
13415,['Horror'],[]
13416,"['Art House & International', 'Drama']","['sleeping', 'beauty', 'provocative', 'premise', 'luminous', 'art', 'design', 'hampered', 'clinical', 'remote', 'presentation', 'delivering', 'boredom', 'shock', 'equal', 'measure']"
13417,"['Action & Adventure', 'Art House & International', 'Drama']",[]
13418,['Comedy'],"['sleeping', 'people', 'likable', 'lead', 'flash', 'inspiration', 'seems', 'unwilling', 'unable', 'surround', 'truly', 'subversive', 'rom-com', 'deserve']"
13419,"['Drama', 'Mystery & Suspense']","['game', 'julia', 'robert', 'give', 'sleeping', 'enemy', 'one', 'stalker', 'thriller', 'unlikely', 'inspire', 'many', 'obsession']"
13420,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","['sleepless', 'waste', 'talented', 'cast', 'solid', 'source', 'material', 'tired', 'crime', 'drama', 'whose', 'clichés', 'rapidly', 'outnumber', 'thrill']"
13421,"['Comedy', 'Drama', 'Mystery & Suspense']",[]
13422,"['Comedy', 'Kids & Family']","[""'tween"", 'girl', 'enjoy', 'sugar', 'coated', 'fluff', 'others', 'find', 'sleepover', 'snooze']"
13423,"['Comedy', 'Drama']","['laugh-out-loud', 'funny', 'endearingly', 'messy', 'sleepwalk', 'overcomes', 'tonal', 'inconsistency', 'deliver', 'sweetly', 'melancholic', 'amiably', 'reassuring', 'indie', 'crowd-pleaser']"
13424,['Horror'],[]
13425,['Drama'],"['despite', 'sharp', 'performance', 'sleepwalking', 'suffers', 'grimness', 'tone', 'sluggish', 'pacing']"
13426,"['Horror', 'Mystery & Suspense', 'Romance']","[""n't"", 'tim', 'burton', 'best', 'work', 'sleepy', 'hollow', 'entertains', 'stunning', 'visuals', 'creepy', 'atmosphere']"
13427,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","['sleight', 'subverts', 'genre', 'norm', 'delivering', 'smart', 'well-acted', 'ultimately', 'somewhat', 'frustrating', 'magical', 'mystery']"
13428,['Horror'],"['slender', 'man', 'might', 'thin', 'positively', 'robust', 'compared', 'flimsy', 'assortment', 'scare', 'generated', 'would-be', 'chiller', 'bear', 'name']"
13429,['Mystery & Suspense'],"['sleuth', 'obvious', 'coarse', 'rather', 'suspenseful', 'action-packed', 'nothing', 'improve', 'original', 'version']"
13430,"['Comedy', 'Horror']",[]
13431,"['Comedy', 'Drama', 'Science Fiction & Fantasy', 'Romance']","['despite', 'gimmicky', 'feel', 'split', 'narrative', 'movie', 'watch-able', 'due', 'winning', 'performance', 'cast']"
13432,['Drama'],"['see', 'coming', 'masterful', 'performance', 'especially', 'thornton', 'leave', 'riveted']"
13433,"['Art House & International', 'Comedy']",[]
13434,"['Comedy', 'Horror', 'Science Fiction & Fantasy']","['slimy', 'b-movie', 'homage', 'oozing', 'affection', 'low-budget', 'horror', 'film', 'slither', 'creepy', 'funny', ""'ve"", 'got', 'stomach']"
